text,label
"Instagram warns users: 🚨 URGENT: recently observed coldriver credential phishing domains: ghostwriter, a belarusian threat actor, recently introduced a new capability into their credential phishing campaigns.",Phishing
"Click bio link for more: 🚨 URGENT: recently observed coldriver credential phishing domains: ghostwriter, a belarusian threat actor, recently introduced a new capability into their credential phishing campaigns.",Phishing
"#Phishing Alert on IG! 🚨 URGENT: recently observed coldriver credential phishing domains: ghostwriter, a belarusian threat actor, recently introduced a new capability into their credential phishing campaigns.",Phishing
"⚠️ Don't click! 🚨 URGENT: recently observed coldriver credential phishing domains: ghostwriter, a belarusian threat actor, recently introduced a new capability into their credential phishing campaigns.",Phishing
"New scam alert: 🚨 URGENT: recently observed coldriver credential phishing domains: ghostwriter, a belarusian threat actor, recently introduced a new capability into their credential phishing campaigns.",Phishing
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
⚠️ SECURITY ALERT: the app is distributed under the guise of performing denial of service (dos) attacks against a set of russian websites.,DDoS
New Instagram Scam! view active directory objects dsquery.exe dsquery,Malware
"Report this! among other targets, this spyware was used to compromise journalists and opposition politicians.",Malware
New scam alert: Watch out!   mitre att&ck techniques mapping  tactic  technique  resource development  acquire infrastructure: web services – t1583.006  initial access  phishing: spearphishing attachment – t1566.001 phishing: spearphishing link – t1566.002  execution  command and scripting interpreter: powershell – t1059.001,Phishing
Click bio link for more: Watch out!   mitre att&ck techniques mapping  tactic  technique  resource development  acquire infrastructure: web services – t1583.006  initial access  phishing: spearphishing attachment – t1566.001 phishing: spearphishing link – t1566.002  execution  command and scripting interpreter: powershell – t1059.001,Phishing
Click bio link for more: Watch out!   mitre att&ck techniques mapping  tactic  technique  resource development  acquire infrastructure: web services – t1583.006  initial access  phishing: spearphishing attachment – t1566.001 phishing: spearphishing link – t1566.002  execution  command and scripting interpreter: powershell – t1059.001,Phishing
Is this a hack? Watch out!   mitre att&ck techniques mapping  tactic  technique  resource development  acquire infrastructure: web services – t1583.006  initial access  phishing: spearphishing attachment – t1566.001 phishing: spearphishing link – t1566.002  execution  command and scripting interpreter: powershell – t1059.001,Phishing
New scam alert: Watch out!   mitre att&ck techniques mapping  tactic  technique  resource development  acquire infrastructure: web services – t1583.006  initial access  phishing: spearphishing attachment – t1566.001 phishing: spearphishing link – t1566.002  execution  command and scripting interpreter: powershell – t1059.001,Phishing
⚠️ SECURITY ALERT:  formerfirstrat  this remote administration tool (rat) is referred to as “formerfirstrat” by its authors.,Malware
"⚠️ SECURITY ALERT: sphinx was active between june 2014 and november 2015, but timestamps of the malware indicate the attacks started as early as 2011.",Malware
⚠️ SECURITY ALERT: during this time we developed url-based signatures and used them to detect lurk-related network traffic.,Malware
"Report this! this group also has links to the original developers of h-worm, also known as njrat.",Malware
"Watch out! the screenshot in figure 2 shows how the threat actor uses smb and internal iis web service to copy ""lc.tmp"" (the main ransomware loader in this incident) to other victims' host machines.",Malware
"🚨 🚨 URGENT: in the past, we’ve posted on issues like phishing campaigns, vulnerabilities and disinformation.",Phishing
"⚠️ Don't click! 🚨 URGENT: in the past, we’ve posted on issues like phishing campaigns, vulnerabilities and disinformation.",Phishing
"Verify your account now: 🚨 URGENT: in the past, we’ve posted on issues like phishing campaigns, vulnerabilities and disinformation.",Phishing
"#Phishing Alert on IG! 🚨 URGENT: in the past, we’ve posted on issues like phishing campaigns, vulnerabilities and disinformation.",Phishing
"Someone sent me this: 🚨 URGENT: in the past, we’ve posted on issues like phishing campaigns, vulnerabilities and disinformation.",Phishing
Someone sent me this: 🚨 URGENT: here are some tips on how to stay protected from email scams:  ,Phishing
Click bio link for more: 🚨 URGENT: here are some tips on how to stay protected from email scams:  ,Phishing
New scam alert: 🚨 URGENT: here are some tips on how to stay protected from email scams:  ,Phishing
⚠️ Don't click! 🚨 URGENT: here are some tips on how to stay protected from email scams:  ,Phishing
Is this a hack? 🚨 URGENT: here are some tips on how to stay protected from email scams:  ,Phishing
🚨 URGENT: biopass rat loader  backdoor.win64.biopass.a  7f4e02a041ca7cfbdc79b96a890822fd7c37be67b1f6c9e07596e6aec57ccdc0  silverlight.exe,Malware
"New scam alert: Help my account! on gmail, we recommend certain gmail security precautions to prevent spoofing, phishing, and spam.",Phishing
"Is this a hack? Help my account! on gmail, we recommend certain gmail security precautions to prevent spoofing, phishing, and spam.",Phishing
"Instagram warns users: Help my account! on gmail, we recommend certain gmail security precautions to prevent spoofing, phishing, and spam.",Phishing
"New scam alert: Help my account! on gmail, we recommend certain gmail security precautions to prevent spoofing, phishing, and spam.",Phishing
"#Phishing Alert on IG! Help my account! on gmail, we recommend certain gmail security precautions to prevent spoofing, phishing, and spam.",Phishing
Important Info: figure 7 shows the relationship between these backdoors and their respective command and control servers.,Malware
"🚨 URGENT: to get that list of domains that the malware will use, defenders have to decode the algorithm which can be difficult.",Malware
"IG Safety: it was uploaded to virustotal on may 19, 2022, from sri lanka.",Malware
"Instagram warns users: ⚠️ SECURITY ALERT: we blocked 1.6m messages to targets, displayed ~62k safe browsing phishing page warnings, blocked 2.4k files, and successfully restored ~4k accounts.",Phishing
"Is this a hack? ⚠️ SECURITY ALERT: we blocked 1.6m messages to targets, displayed ~62k safe browsing phishing page warnings, blocked 2.4k files, and successfully restored ~4k accounts.",Phishing
"Is this a hack? ⚠️ SECURITY ALERT: we blocked 1.6m messages to targets, displayed ~62k safe browsing phishing page warnings, blocked 2.4k files, and successfully restored ~4k accounts.",Phishing
"Click bio link for more: ⚠️ SECURITY ALERT: we blocked 1.6m messages to targets, displayed ~62k safe browsing phishing page warnings, blocked 2.4k files, and successfully restored ~4k accounts.",Phishing
"Instagram warns users: ⚠️ SECURITY ALERT: we blocked 1.6m messages to targets, displayed ~62k safe browsing phishing page warnings, blocked 2.4k files, and successfully restored ~4k accounts.",Phishing
Important Info:  last year we highlighted two malware families on this blog: cryptowall 2.0 and dyreza/dyre.,Malware
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"IG Safety: this finding sparked an investigation that led us to identify, with high confidence, multiple online services offered by the individuals operating the glupteba botnet.",DDoS
"Is this real? it is a variant of plugx malware, and connects to the same c&c server (66[.]42[.]37[.]101).  figure 8.",Malware
Check this out! 32-bit exe is the most common ransomware file type we observed.,Malware
"Watch out! the payload can vary in each campaign, but it typically uses the flawedammyy downloader, servhelper, or rms rat launcher.",Malware
New Instagram Scam! the following is a list of protux’s notable components and their functions:  filemanage - lists all of the system’s drives and folders.,Malware
"New Instagram Scam! the group puts up multiple layers of obfuscation to run these c&c servers in extremely targeted malware campaigns against organizations in the middle east, the u.s., and asia.",Malware
Report this! vdi solutions can provide protection against a destructive malware like disttrack through the ability to load snapshots of wiped systems to recover from a wiper attack.,Malware
Watch out! lurk’s transition from simple web-browser-exploiting crooks to organized cybercriminals also stood out.,Malware
"Important Info: the following sections describe the different correlations and are divided into two main categories:  correlation related to the malware author developing environment correlation associated with ttps  note that some leads are stronger than others; however, when combined, they suggest that the same t",Malware
"New Instagram Scam! the user needs to know the ip of the infected client, the port used by malware and the encryption password to properly decode the traffic.",Malware
New Instagram Scam! they carried this out by first stealing the company’s certificate then using it to sign the malware.,Malware
Check this out! the growth of commercial spyware vendors and hack-for-hire groups has necessitated growth in tag to counter these threats.,Malware
Watch out! biopass rat loader  backdoor.win64.biopass.a  ba44c22a3224c3a201202b69d86df2a78f0cd1d4ac1119eb29cae33f09027a9a  silverlight2.exe,Malware
⚠️ SECURITY ALERT: sysupdate was first described by the ncc group in 2018.,Malware
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Watch out! in this case, the android app name was stopwar.apk (com.ddos.stopwar) and was distributed from the website stopwar.pro.",DDoS
"Important Info:  the newer version shows that the developers behind servhelper continued to upgrade it to evade detection and add more functions, possibly for even more iterations in the future.",Malware
Is this real?  https://unit42.paloaltonetworks.com/unit42-new-threat-actor-group-darkhydrus-targets-middle-east-government/  https://unit42.paloaltonetworks.com/unit42-darkhydrus-uses-phishery-harvest-credentials-middle-east/  https://unit42.paloaltonetworks.com/darkhydrus-delivers-new-trojan-that-can-use-google-,Malware
Report this! snapshot of code we used to decrypt tclient’s configuration figure 11.,Malware
"Check this out! although play store users were protected, we are highlighting the app here as tag has seen apt35 attempt to distribute this spyware on other platforms as recently as july 2021.",Malware
🚨 URGENT: test4.exe  biopass rat loader  backdoor.win32.biopass.a  3589e53c59d9807cca709387bbcaaffc7e24e15d9a78425b717fc55c779b928e,Malware
Important Info: this leads us to the next stage of our malware  this particular stage of malware acts as a downloader.,Malware
Someone sent me this: Watch out! it is important that employers and employees across all organizations and enterprises be able to identify phishing attacks and distinguish legitimate emails from malicious ones.,Phishing
⚠️ Don't click! Watch out! it is important that employers and employees across all organizations and enterprises be able to identify phishing attacks and distinguish legitimate emails from malicious ones.,Phishing
Instagram warns users: Watch out! it is important that employers and employees across all organizations and enterprises be able to identify phishing attacks and distinguish legitimate emails from malicious ones.,Phishing
Verify your account now: Watch out! it is important that employers and employees across all organizations and enterprises be able to identify phishing attacks and distinguish legitimate emails from malicious ones.,Phishing
🚨 Watch out! it is important that employers and employees across all organizations and enterprises be able to identify phishing attacks and distinguish legitimate emails from malicious ones.,Phishing
"Important Info: this is the main client binary written in c++, which is the last stage of puppetloader’s infection chain.",Malware
"Watch out!  similar to any other malware family or threat, palo alto networks customers should use the entire security framework for threat mitigation and threat prevention coverage.  sign up to receive the latest news, cyber threat intelligence and research from us  please enter your email address!",Malware
Help my account! indicators of compromise (iocs)  sha256 description detection name 1800de5f0fb7c5ef3c0d9787260ed61bc324d861bc92d9673d4737d1421972aa cryptocurrency miner trojan.sh.malxmr.uwejp b68bd3a54622792200b931ee5eebf860acf8b24f4b338b5080193573a81c747d shellbot backdoor.sh.shellbot.aa 620635aa9685249c87ead1bb0a,Malware
🚨 URGENT: the dll is custom malware that would immediately begin communicating with actor-controlled c2 domains.,Malware
Check this out! we noted the unusual use of cmd.exe for execution of the file.,Malware
Verify your account now: IG Safety: x64 brute ratel c4 samples:  3ed21a4bfcf9838e06ad3058d13d5c28026c17dc996953a22a00f0609b0df3b9 3ad53495851bafc48caf6d2227a434ca2e0bef9ab3bd40abfe4ea8f318d37bbe 973f573cab683636d9a70b8891263f59e2f02201ffb4dd2e9d7ecbb1521da03e dd8652e2dcfe3f1a72631b3a9585736fbe77ffabee4098f6b3c48e1469bf27aa e1a9b35cf13,Phishing
Instagram warns users: IG Safety: x64 brute ratel c4 samples:  3ed21a4bfcf9838e06ad3058d13d5c28026c17dc996953a22a00f0609b0df3b9 3ad53495851bafc48caf6d2227a434ca2e0bef9ab3bd40abfe4ea8f318d37bbe 973f573cab683636d9a70b8891263f59e2f02201ffb4dd2e9d7ecbb1521da03e dd8652e2dcfe3f1a72631b3a9585736fbe77ffabee4098f6b3c48e1469bf27aa e1a9b35cf13,Phishing
Click bio link for more: IG Safety: x64 brute ratel c4 samples:  3ed21a4bfcf9838e06ad3058d13d5c28026c17dc996953a22a00f0609b0df3b9 3ad53495851bafc48caf6d2227a434ca2e0bef9ab3bd40abfe4ea8f318d37bbe 973f573cab683636d9a70b8891263f59e2f02201ffb4dd2e9d7ecbb1521da03e dd8652e2dcfe3f1a72631b3a9585736fbe77ffabee4098f6b3c48e1469bf27aa e1a9b35cf13,Phishing
Someone sent me this: IG Safety: x64 brute ratel c4 samples:  3ed21a4bfcf9838e06ad3058d13d5c28026c17dc996953a22a00f0609b0df3b9 3ad53495851bafc48caf6d2227a434ca2e0bef9ab3bd40abfe4ea8f318d37bbe 973f573cab683636d9a70b8891263f59e2f02201ffb4dd2e9d7ecbb1521da03e dd8652e2dcfe3f1a72631b3a9585736fbe77ffabee4098f6b3c48e1469bf27aa e1a9b35cf13,Phishing
#Phishing Alert on IG! IG Safety: x64 brute ratel c4 samples:  3ed21a4bfcf9838e06ad3058d13d5c28026c17dc996953a22a00f0609b0df3b9 3ad53495851bafc48caf6d2227a434ca2e0bef9ab3bd40abfe4ea8f318d37bbe 973f573cab683636d9a70b8891263f59e2f02201ffb4dd2e9d7ecbb1521da03e dd8652e2dcfe3f1a72631b3a9585736fbe77ffabee4098f6b3c48e1469bf27aa e1a9b35cf13,Phishing
"Report this! once the multiple layers of script obfuscation are removed, the final payload arrives—a version of the njrat trojan; this family has been a known threat since 2015.",Malware
"Important Info: it is the last step before the ransomware is dropped, and the attack often speeds up at this point to complete the process before it is stopped.",Malware
IG Safety: we hope this tool will be valuable to incident responders and others who are plagued by netwire infections.,Malware
"⚠️ SECURITY ALERT: usbferry attack scenario, version uf1.0 20160226",Malware
"🚨 URGENT: stealthvector is designed with various configurable features that make it easy for malicious actors to modify and tailor it to their needs, including a feature that disables event tracing for windows (etw), allowing the malware to run in stealth mode.",Malware
New Instagram Scam!  hack520[.]co[.]kr shaiya[.]kr zhu[.]kr shenqi[.]kr zhuxian[.]kr  several of these domains are linked to variants of malware that were used by the winnti threat actor.,Malware
"Watch out! last june 9, 2021, the cybersecurity and infrastructure security agency (cisa) released the rising ransomware threat to ot assets, which addresses the recent rise in ransomware attacks targeting operational assets (ot) and control systems.",Malware
"Check this out! since late 2019, our team has disrupted financially motivated phishing campaigns targeting youtubers with cookie theft malware.",Malware
"🚨 URGENT: idtpl[.]org registration information based on whois lookup     but from the middle of july 2020, its ip address changed to 185[.]117[.]88[.]91.      figure 22. domain history of idtpl[.]org as seen on virustotal",Malware
Report this! figure 2 shows a completely different result from figure 1 and stems from only counting ransomware samples from cases in which more than five hosts were infected with the same malware.,Malware
"Help my account! it was in april 2017 when the last windows variant of maikspy appeared with the following changes: the c&c server was changed to 198[.]12[.]155[.]84, password theft is added, as well as the theft of .doc, .docx, and .rtf files.",Malware
"Is this real? one file stealer (cca74bb322ad7833a21209b1418c9837e30983daec30d199a839f46075ee72f2, detected as tspy_delf.suw) published by security researchers in 2013 and linked to the domain myflatnet[.]com, was attributed by several parties to the hangover group.",Malware
New Instagram Scam!  this malware is well documented as a powerful polymorphic worm that encrypts itself differently every time it propagates.,Malware
"Instagram warns users: Help my account! in collaboration with youtube, gmail, trust & safety, cybercrime investigation group and safe browsing teams, our protections have decreased the volume of related phishing emails on gmail by 99.6% since may 2021.",Phishing
"Is this a hack? Help my account! in collaboration with youtube, gmail, trust & safety, cybercrime investigation group and safe browsing teams, our protections have decreased the volume of related phishing emails on gmail by 99.6% since may 2021.",Phishing
"🚨 Help my account! in collaboration with youtube, gmail, trust & safety, cybercrime investigation group and safe browsing teams, our protections have decreased the volume of related phishing emails on gmail by 99.6% since may 2021.",Phishing
"Click bio link for more: Help my account! in collaboration with youtube, gmail, trust & safety, cybercrime investigation group and safe browsing teams, our protections have decreased the volume of related phishing emails on gmail by 99.6% since may 2021.",Phishing
"#Phishing Alert on IG! Help my account! in collaboration with youtube, gmail, trust & safety, cybercrime investigation group and safe browsing teams, our protections have decreased the volume of related phishing emails on gmail by 99.6% since may 2021.",Phishing
"⚠️ SECURITY ALERT: trend micro solutions trend micro’s comprehensive xdr solution applies the most effective expert analytics to the deep data sets collected from trend micro solutions across the enterprise — including email, endpoints, servers, cloud workloads, and networks — making faster connections to identify and",Malware
"⚠️ SECURITY ALERT: after infection, virlock hides the file extension through modification of the registry (hkcu\software\microsoft\windows\currentversion\explorer\advanced\hidefileext = 1, hkcu\software\microsoft\windows\currentversion\explorer\advanced\hidden = 2).",Malware
"🚨 URGENT: after the backdoor is launched, it will decrypt the embedded c&c configuration via aes (ctr mode) algorithm for the following connection.",Malware
Watch out! the commands and output of koadic will change according to the anel version used in the attack.,Malware
"Is this real? for example, the initial anel version, “5.0.0 beta1,” uses a different c&c server compared to the other versions.",Malware
Is this real? chi ngoc canada  backdoor.sh.oceanlotus.f  05e5ba08be06f2d0e2da294de4c559ca33c4c28534919e5f2f6fc51aed4956e3  2nd stage fat binary  backdoor.macos.oceanlotus.f  fd7e51e3f3240b550f0405a67e98a97d86747a8a07218e8150d2c2946141f737   3rd stage fat binary  backdoor.macos.oceanlotus.f   domains  mihannevis[.,Malware
Watch out!  execution and impact  the execution of the actual ransomware occurs next.,Malware
#Phishing Alert on IG! Check this out! -ms[.]net  c&c     cdn-sop[.]net  c&c     fqn-cloud[.]net  c&c     ms-trace[.]net  c&c     imail.aop.gov-af[.]org  phishing domain     mail-apfgavnp.hopto[.]org  phishing domain     mail-apfgovnp.ddns[.]net  phishing domain     mail-kmgcom.ddns[.]net  phishing domain     mail-mfagovcn.hopto[.]org  p,Phishing
New scam alert: Check this out! -ms[.]net  c&c     cdn-sop[.]net  c&c     fqn-cloud[.]net  c&c     ms-trace[.]net  c&c     imail.aop.gov-af[.]org  phishing domain     mail-apfgavnp.hopto[.]org  phishing domain     mail-apfgovnp.ddns[.]net  phishing domain     mail-kmgcom.ddns[.]net  phishing domain     mail-mfagovcn.hopto[.]org  p,Phishing
Click bio link for more: Check this out! -ms[.]net  c&c     cdn-sop[.]net  c&c     fqn-cloud[.]net  c&c     ms-trace[.]net  c&c     imail.aop.gov-af[.]org  phishing domain     mail-apfgavnp.hopto[.]org  phishing domain     mail-apfgovnp.ddns[.]net  phishing domain     mail-kmgcom.ddns[.]net  phishing domain     mail-mfagovcn.hopto[.]org  p,Phishing
#Phishing Alert on IG! Check this out! -ms[.]net  c&c     cdn-sop[.]net  c&c     fqn-cloud[.]net  c&c     ms-trace[.]net  c&c     imail.aop.gov-af[.]org  phishing domain     mail-apfgavnp.hopto[.]org  phishing domain     mail-apfgovnp.ddns[.]net  phishing domain     mail-kmgcom.ddns[.]net  phishing domain     mail-mfagovcn.hopto[.]org  p,Phishing
Someone sent me this: Check this out! -ms[.]net  c&c     cdn-sop[.]net  c&c     fqn-cloud[.]net  c&c     ms-trace[.]net  c&c     imail.aop.gov-af[.]org  phishing domain     mail-apfgavnp.hopto[.]org  phishing domain     mail-apfgovnp.ddns[.]net  phishing domain     mail-kmgcom.ddns[.]net  phishing domain     mail-mfagovcn.hopto[.]org  p,Phishing
"Help my account! palo alto networks wildfire detected a new android trojan on may 7th, 2014 when a customer using our enterprise security platform downloaded the malicious application from the google play store.",Malware
"New Instagram Scam! antivirus programs running on the pc are trying eradicate the threat, the command and control domains and ips are being added to denylist and blocked by networks around the world.",Malware
"Is this real? while xxmm2_builder allows redbaldknight to customize the settings of xxmm, xxmm2_ steganography is used to hide malicious code within an image file.",Malware
"Check this out! this article lists the known malware strains that have been used over the past two years to install ransomware, all of which should serve as a ""code red"" moment for any organization.",Malware
"New Instagram Scam!  the following registry keys are also used within the clock sub-path by pclock2:  pclock2 proceeds to use the api from blockchain.info to generate a unique bitcoin (btc) wallet identifier, which is configured to automatically forward payments to a hardcoded wallet identifier of ‘1mrfkk134erfbcadusos",Malware
"Check this out!  a developer using the id “fun app” published the trojan, and the remote control application they uploaded on april 21 is their most successful app so far, with between 10,000 and 50,000 downloads on the play store.",Malware
New Instagram Scam! .python.biopass.a  e479823aa41d3f6416233dba8e765cf2abaa38ad18328859a20b88df7f1d88d5  sc2.txt  biopass rat encoded cobalt strike shellcode  trojan.win32.cobeacon.a  e567fd0f08fdafc5a89c9084373f3308ef464918ff7e4ecd7fb3135d777e946d  sc3.txt,Malware
New scam alert: Important Info: we learned that these pages were copied from their victims’ webmail login pages and subsequently modified for phishing.,Phishing
Click bio link for more: Important Info: we learned that these pages were copied from their victims’ webmail login pages and subsequently modified for phishing.,Phishing
Instagram warns users: Important Info: we learned that these pages were copied from their victims’ webmail login pages and subsequently modified for phishing.,Phishing
Click bio link for more: Important Info: we learned that these pages were copied from their victims’ webmail login pages and subsequently modified for phishing.,Phishing
🚨 Important Info: we learned that these pages were copied from their victims’ webmail login pages and subsequently modified for phishing.,Phishing
"Report this! in some cases, the ransomware is sophisticated enough to target specific application files.",Malware
"Is this real? at the time, our android team released research about a newly discovered family of spyware related to pegasus that was used in a targeted attack on a small number of android devices.",Malware
"IG Safety: in 2017, android – which is owned by google – was the first mobile platform to warn users about nso group’s pegasus spyware.",Malware
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
IG Safety:  the good news is that these attacks are more like denial of service attacks: they don’t do lasting harm to your system and they end when you leave the site.  the bad news is that these are harder to defend against than typical drive-by download attacks.,DDoS
"Important Info: this past year, tag has been collaborating with google’s cybercrime investigation group to disrupt glupteba activity involving google services.",Malware
Verify your account now: ⚠️ SECURITY ALERT: jquery method is used to post the target’s credentials to hosting site     the phishing pages record passwords inputted by site visitors.,Phishing
⚠️ Don't click! ⚠️ SECURITY ALERT: jquery method is used to post the target’s credentials to hosting site     the phishing pages record passwords inputted by site visitors.,Phishing
Click bio link for more: ⚠️ SECURITY ALERT: jquery method is used to post the target’s credentials to hosting site     the phishing pages record passwords inputted by site visitors.,Phishing
Someone sent me this: ⚠️ SECURITY ALERT: jquery method is used to post the target’s credentials to hosting site     the phishing pages record passwords inputted by site visitors.,Phishing
🚨 ⚠️ SECURITY ALERT: jquery method is used to post the target’s credentials to hosting site     the phishing pages record passwords inputted by site visitors.,Phishing
"Watch out! beginning on feb. 15, a series of distributed denial of service (ddos) attacks commenced.",DDoS
